ID_Venta,Cantidad_Items_Total,Variedad_Items_Ticket,Subtotal_Total,Gasto_Utiles,Gasto_Fotocopiadora,Gasto_Otros,Precio_Promedio_Item,Ratio_Utiles,Departamento_Dominante,Es_Outlier_Monto,Segmento_Volumen_Ticket
VTA-0000751,7,2,4.5,4.5,0.0,0.0,0.6429,1.0,UTILES,False,Estándar Minorista
VTA-0000752,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000753,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000754,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000755,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000756,1,1,4.0,4.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000757,2,2,8.5,8.5,0.0,0.0,4.25,1.0,UTILES,False,Estándar Minorista
VTA-0000758,1,1,3.5,3.5,0.0,0.0,3.5,1.0,UTILES,False,Estándar Minorista
VTA-0000759,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000760,4,3,4.9,4.9,0.0,0.0,1.225,1.0,UTILES,False,Estándar Minorista
VTA-0000761,12,1,2.4,2.4,0.0,0.0,0.2,1.0,UTILES,False,Estándar Minorista
VTA-0000762,5,2,2.8,2.8,0.0,0.0,0.56,1.0,UTILES,False,Estándar Minorista
VTA-0000763,20,1,1.6,0.0,1.6,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000764,3,1,6.0,6.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000765,5,1,10.0,10.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000766,49,1,3.9,0.0,3.9,0.0,0.0796,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000767,28,1,2.2,0.0,2.2,0.0,0.0786,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000768,2,1,2.0,0.0,2.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000769,10,1,1.0,0.0,1.0,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000770,1,1,0.5,0.0,0.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000771,2,1,2.4,2.4,0.0,0.0,1.2,1.0,UTILES,False,Estándar Minorista
VTA-0000772,1,1,6.0,6.0,0.0,0.0,6.0,1.0,UTILES,False,Estándar Minorista
VTA-0000773,1,1,0.6,0.6,0.0,0.0,0.6,1.0,UTILES,False,Estándar Minorista
VTA-0000774,1,1,5.0,5.0,0.0,0.0,5.0,1.0,UTILES,False,Estándar Minorista
VTA-0000775,1,1,1.2,1.2,0.0,0.0,1.2,1.0,UTILES,False,Estándar Minorista
VTA-0000776,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000777,4,1,0.8,0.8,0.0,0.0,0.2,1.0,UTILES,False,Estándar Minorista
VTA-0000778,1,1,1.2,1.2,0.0,0.0,1.2,1.0,UTILES,False,Estándar Minorista
VTA-0000779,2,1,2.4,2.4,0.0,0.0,1.2,1.0,UTILES,False,Estándar Minorista
VTA-0000780,1,1,5.0,5.0,0.0,0.0,5.0,1.0,UTILES,False,Estándar Minorista
VTA-0000781,70,1,5.6,0.0,5.6,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000782,2,1,4.0,4.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000783,1,1,0.5,0.0,0.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000784,1,1,1.2,1.2,0.0,0.0,1.2,1.0,UTILES,False,Estándar Minorista
VTA-0000785,3,2,8.5,8.5,0.0,0.0,2.8333,1.0,UTILES,False,Estándar Minorista
VTA-0000786,1,1,0.1,0.0,0.1,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000787,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000788,2,1,8.0,8.0,0.0,0.0,4.0,1.0,UTILES,False,Estándar Minorista
VTA-0000789,3,2,3.2,3.2,0.0,0.0,1.0667,1.0,UTILES,False,Estándar Minorista
VTA-0000790,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000791,3,2,1.4,1.4,0.0,0.0,0.4667,1.0,UTILES,False,Estándar Minorista
VTA-0000792,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000793,3,2,0.7,0.7,0.0,0.0,0.2333,1.0,UTILES,False,Estándar Minorista
VTA-0000794,2,1,0.2,0.0,0.2,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000795,2,2,4.0,0.0,4.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000796,4,3,2.7,2.7,0.0,0.0,0.675,1.0,UTILES,False,Estándar Minorista
VTA-0000797,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000798,2,1,0.2,0.0,0.2,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000799,2,1,4.0,0.0,4.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000800,1,1,5.5,5.5,0.0,0.0,5.5,1.0,UTILES,False,Estándar Minorista
VTA-0000801,308,1,24.6,0.0,24.6,0.0,0.0799,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000802,1,1,6.0,6.0,0.0,0.0,6.0,1.0,UTILES,False,Estándar Minorista
VTA-0000803,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000804,2,2,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000805,2,1,2.0,0.0,2.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000806,2,1,10.0,10.0,0.0,0.0,5.0,1.0,UTILES,False,Estándar Minorista
VTA-0000807,20,1,1.6,0.0,1.6,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000808,91,1,7.3,0.0,7.3,0.0,0.0802,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000809,8,1,4.0,0.0,4.0,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000810,3,1,1.5,0.0,1.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000811,2,1,4.0,4.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000812,111,1,8.9,0.0,8.9,0.0,0.0802,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000813,62,1,5.0,0.0,5.0,0.0,0.0806,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000814,1,1,5.5,5.5,0.0,0.0,5.5,1.0,UTILES,False,Estándar Minorista
VTA-0000815,1,1,5.0,5.0,0.0,0.0,5.0,1.0,UTILES,False,Estándar Minorista
VTA-0000816,1,1,5.0,5.0,0.0,0.0,5.0,1.0,UTILES,False,Estándar Minorista
VTA-0000817,2,1,5.0,5.0,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000818,65,1,5.2,0.0,5.2,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000819,57,1,4.6,0.0,4.6,0.0,0.0807,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000820,1,1,7.0,7.0,0.0,0.0,7.0,1.0,UTILES,False,Estándar Minorista
VTA-0000821,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000822,10,1,1.0,1.0,0.0,0.0,0.1,1.0,UTILES,False,Estándar Minorista
VTA-0000823,4,1,8.0,0.0,8.0,0.0,2.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000824,1,1,6.5,6.5,0.0,0.0,6.5,1.0,UTILES,False,Estándar Minorista
VTA-0000825,5,3,0.8,0.8,0.0,0.0,0.16,1.0,UTILES,False,Estándar Minorista
VTA-0000826,3,2,3.0,3.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000827,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000828,34,1,2.7,0.0,2.7,0.0,0.0794,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000829,2,1,1.0,0.0,1.0,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000830,2,1,3.0,3.0,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000831,1,1,8.0,8.0,0.0,0.0,8.0,1.0,UTILES,False,Estándar Minorista
VTA-0000832,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000833,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000834,34,1,2.7,0.0,2.7,0.0,0.0794,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000835,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000836,3,2,8.0,8.0,0.0,0.0,2.6667,1.0,UTILES,False,Estándar Minorista
VTA-0000837,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000838,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000839,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000840,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000841,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000842,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000843,1,1,5.0,5.0,0.0,0.0,5.0,1.0,UTILES,False,Estándar Minorista
VTA-0000844,2,1,6.0,6.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000845,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000846,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000847,2,2,6.0,6.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000848,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000849,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000850,180,1,14.4,0.0,14.4,0.0,0.08,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000851,10,1,1.0,0.0,1.0,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000852,7,1,3.5,0.0,3.5,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000853,40,1,3.2,0.0,3.2,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000854,1,1,0.6,0.6,0.0,0.0,0.6,1.0,UTILES,False,Estándar Minorista
VTA-0000855,6,1,1.5,1.5,0.0,0.0,0.25,1.0,UTILES,False,Estándar Minorista
VTA-0000856,8,1,4.0,4.0,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000857,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000858,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000859,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000860,8,1,2.0,2.0,0.0,0.0,0.25,1.0,UTILES,False,Estándar Minorista
VTA-0000861,2,2,4.0,4.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000862,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000863,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000864,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000865,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000866,2,1,1.0,1.0,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000867,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000868,2,1,1.0,1.0,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000869,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000870,2,1,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000871,24,1,1.9,0.0,1.9,0.0,0.0792,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000872,39,1,3.1,0.0,3.1,0.0,0.0795,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000873,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000874,1,1,5.5,5.5,0.0,0.0,5.5,1.0,UTILES,False,Estándar Minorista
VTA-0000875,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000876,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000877,1,1,8.0,8.0,0.0,0.0,8.0,1.0,UTILES,False,Estándar Minorista
VTA-0000878,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000879,1,1,8.0,8.0,0.0,0.0,8.0,1.0,UTILES,False,Estándar Minorista
VTA-0000880,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000881,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000882,2,1,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000883,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000884,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000885,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000886,2,1,1.0,1.0,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000887,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000888,2,1,0.4,0.4,0.0,0.0,0.2,1.0,UTILES,False,Estándar Minorista
VTA-0000889,1,1,1.0,0.0,1.0,0.0,1.0,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000890,2,1,1.0,1.0,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000891,7,2,12.5,0.0,12.5,0.0,1.7857,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000892,36,1,2.9,0.0,2.9,0.0,0.0806,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000893,2,1,2.0,2.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000894,2,1,1.0,1.0,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000895,40,1,3.2,0.0,3.2,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000896,10,1,1.0,0.0,1.0,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000897,5,1,0.5,0.0,0.5,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000898,24,1,2.4,0.0,2.4,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000899,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000900,2,2,2.5,2.5,0.0,0.0,1.25,1.0,UTILES,False,Estándar Minorista
VTA-0000901,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000902,6,1,3.0,0.0,3.0,0.0,0.5,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000903,5,1,2.5,2.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000904,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000905,62,1,5.0,0.0,5.0,0.0,0.0806,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000906,3,3,3.5,3.5,0.0,0.0,1.1667,1.0,UTILES,False,Estándar Minorista
VTA-0000907,36,1,2.9,0.0,2.9,0.0,0.0806,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000908,60,1,4.8,0.0,4.8,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000909,10,1,1.0,0.0,1.0,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000910,16,1,16.0,0.0,16.0,0.0,1.0,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000911,1,1,1.5,1.5,0.0,0.0,1.5,1.0,UTILES,False,Estándar Minorista
VTA-0000912,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000913,4,3,1.5,1.5,0.0,0.0,0.375,1.0,UTILES,False,Estándar Minorista
VTA-0000914,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000915,2,1,0.4,0.4,0.0,0.0,0.2,1.0,UTILES,False,Estándar Minorista
VTA-0000916,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000917,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000918,40,1,3.2,0.0,3.2,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000919,60,1,4.8,0.0,4.8,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000920,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000921,1,1,2.0,2.0,0.0,0.0,2.0,1.0,UTILES,False,Estándar Minorista
VTA-0000922,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000923,1,1,3.0,3.0,0.0,0.0,3.0,1.0,UTILES,False,Estándar Minorista
VTA-0000924,2,1,0.4,0.4,0.0,0.0,0.2,1.0,UTILES,False,Estándar Minorista
VTA-0000925,1,1,0.5,0.5,0.0,0.0,0.5,1.0,UTILES,False,Estándar Minorista
VTA-0000926,1,1,8.0,8.0,0.0,0.0,8.0,1.0,UTILES,False,Estándar Minorista
VTA-0000927,1,1,2.5,2.5,0.0,0.0,2.5,1.0,UTILES,False,Estándar Minorista
VTA-0000928,55,1,4.4,0.0,4.4,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000929,34,1,2.7,0.0,2.7,0.0,0.0794,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000930,60,1,4.8,0.0,4.8,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000931,1,1,8.0,8.0,0.0,0.0,8.0,1.0,UTILES,False,Estándar Minorista
VTA-0000932,2,2,3.5,3.5,0.0,0.0,1.75,1.0,UTILES,False,Estándar Minorista
VTA-0000933,1,1,1.0,1.0,0.0,0.0,1.0,1.0,UTILES,False,Estándar Minorista
VTA-0000934,1,1,0.2,0.2,0.0,0.0,0.2,1.0,UTILES,False,Estándar Minorista
VTA-0000935,50,1,4.0,0.0,4.0,0.0,0.08,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000936,47,1,3.8,0.0,3.8,0.0,0.0809,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000937,34,3,21.8,0.0,21.8,0.0,0.6412,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
VTA-0000938,18,1,1.8,0.0,1.8,0.0,0.1,0.0,FOTOCOPIADORA,False,Estándar Minorista
VTA-0000939,240,1,19.2,0.0,19.2,0.0,0.08,0.0,FOTOCOPIADORA,True,Mayorista / Compra Atípica
